run,temp,L1temp,L2temp,L3temp,L4temp,L5temp,temp2,L1temp2,L2temp2,L3temp2,L4temp2,L5temp2,tlin,tsq
176,.0120872,-.009263,-.0039505,-.0004441,-.0033704,.0034355,-.0005268,.0003397,.0001154,-.0001176,.0001639,-.0001085,-.0015053,-.0001339
177,.0139778,-.0036245,-.001477,-.0001816,-.0009841,.0007321,-.0005296,.0002143,.0000569,-.0001005,.0001444,-.0000484,.0084427,-.0002629
178,.0081297,-.0117228,-.0034301,-.0013841,.0008892,.0049552,-.0004473,.0005235,.0000425,-.0000578,-5.93e-06,-.0001235,-.002563,-.0000685
179,.0109954,-.0019204,-.0032415,-.0017386,.0019421,-.0042135,-.0005698,.0002228,.0000117,.0000213,-.0000167,.0001098,.0018235,-.0002208
180,.0047141,-.0041394,-.0088976,-.00518,-.0035267,.0048914,-.0002001,.0001378,.0001374,.0000116,.0001635,-.0001634,-.0121382,.0000867
181,.0088551,-.0034744,-.0110731,-.0026774,-.0001347,.0030262,-.000447,.0001841,.0002538,-.0000669,-.0000108,-.0000727,-.0054782,-.0001595
182,.0061971,-.0083138,-.0100322,.0030092,-.0082781,.0052459,-.0004213,.0003602,.000133,-.0003078,.0003515,-.0002839,-.0121718,-.0001683
183,.006595,-.0123715,-.0103173,-.007912,-.0016931,.0138858,-.0003578,.0004959,.0002099,.0000463,.0001532,-.0004428,-.011813,.0001046
184,.0055358,-.0048745,-.0018923,-.0022457,-.0041308,.0000773,-.0004316,.0002988,-6.16e-06,.0000256,.000228,-.0000636,-.0075302,.0000511
185,.0133127,-.0008996,-.012628,.0038073,-.0030094,.0025804,-.000465,.0000643,.000357,-.0001819,.000189,-.0000988,.0031633,-.0001354
186,.003899,-.0021891,-.0079156,.0010781,-.0057399,-.0050683,-.000322,.0001279,.0002631,-.0002272,.0002119,.0001191,-.0159357,.0001729
187,.0044308,.0010367,-.0080618,.0003367,-.0026901,-.0011715,-.0002237,1.20e-06,.0001046,-.0001649,.0002189,-.0000398,-.0061192,-.0001037
188,.0081616,-.0042138,-.0028847,-.0034748,-.0012709,-.0028474,-.0003978,.0001855,.0001273,.0000325,.0001216,-.0000113,-.0065301,.0000577
189,.0042747,-.0006093,-.0108927,-.0003535,-.0057133,.0028372,-.0003573,.0000624,.0002275,-.0000797,.0002521,-.0001458,-.0104571,-.0000408
190,.0113487,-.0046626,-.0075418,-.0047435,-.0045519,.0009627,-.0006054,.0002242,.0001433,.0000195,.0001839,-5.91e-06,-.0091885,-.0000405
191,.013844,-.0070468,-.0079089,-.0046966,.0031965,.0056909,-.0006321,.000263,.0001811,-.0000216,-.0000286,-.0001063,.003079,-.0003446
192,.0125223,-.0058139,-.0016786,-.001295,.0006418,.0114659,-.0005514,.0002918,.0000607,-.0000961,.0001347,-.0003163,.0158425,-.0004767
193,.013063,-.0073171,-.0092959,-.0070281,.0004185,.0094582,-.0005531,.0002727,.000254,.0001133,.0001006,-.0002488,-.0007015,-.0000612
194,.007796,-.0024866,-.0084591,.000151,-.0011028,.0039239,-.0004154,.0001462,.0001896,-.0001855,.0003096,-.0002217,-.0001776,-.0001773
195,.0032291,-.0077647,-.0043484,-.0018613,-.0022095,.0050225,-.0002572,.0003327,.0000572,-.000063,.0001654,-.0001066,-.0079324,.0001284
196,.0097537,-.0027424,-.0049546,-.0001352,-.0018119,.0008898,-.0005164,.0002105,.0000771,-.0000552,.0001317,-.0000348,.0009994,-.0001871
197,.0048182,-.0075629,-.0120041,-.0034182,-.0031886,.0043872,-.0004188,.0003514,.0001366,-2.41e-06,.0001401,-.0000144,-.0169684,.0001925
198,.0065977,-.00604,-.0048651,-.0025278,-.0011523,.0084407,-.0003155,.0002556,.0001214,-.0000356,.0000472,-.000288,.0004533,-.0002149
199,-.0012801,-.0091363,-.0163066,-.0000966,-.0084609,-.0016765,-.0001767,.0002578,.00032,-.0000598,.0002842,.0000589,-.036957,.0006843
200,.0075254,-.0084359,-.0090794,-.0058592,-.0015662,.005568,-.0004241,.000376,.0001995,.000114,.0000442,-.00015,-.0118472,.0001596
201,.00383,-.0130264,-.0129191,-.0050011,-.0041575,.0051957,-.0002633,.0004745,.0003134,-6.24e-06,.0001128,-.000231,-.0260785,.0004002
202,.0135871,-.0064382,-.0070208,-.004965,-.0007909,.0002775,-.0006537,.0002747,.0001069,.000084,.000091,.0000104,-.0053503,-.0000866
203,.005269,-.0086646,-.0102593,-.0063516,-.0059723,.0075796,-.0003807,.0003264,.0001727,.0001418,.0002073,-.0000924,-.0183992,.0003751
204,.0062311,-.0080802,-.0024937,-.0019861,.0014284,.0145458,-.0004,.0004214,.0000474,-.0000931,6.35e-06,-.0004997,.0096453,-.0005178
205,.0042453,-.0120998,-.0107675,-.0047885,-.0062543,.0064302,-.0002709,.0004602,.000155,4.30e-06,.0002833,-.00016,-.0232346,.0004719
206,.0038764,-.0079813,-.0093747,-.0018496,-.0048179,.0004965,-.0003151,.0003021,.0002175,-.0000856,.0001736,-5.82e-06,-.0196506,.0002868
207,.008351,-.0011779,-.0075969,-.0015145,-.0004605,-.0030606,-.000388,.000084,.0002567,-.0000629,.0001076,.0000545,-.0054594,.0000518
208,.0115463,-.0044927,-.0028821,-.0001296,.0028998,.0013628,-.0004619,.0001807,.0001086,-.0000384,-.0000269,-.0000645,.0083045,-.0003024
209,.0107734,-.005475,-.0036755,.0002305,-.0019404,-.0022437,-.0005346,.0001764,.0001002,-.0001003,.0000535,.0000819,-.0023307,-.0002229
210,.0132016,-.0039153,-.0056288,-.0025224,.0008656,-.002537,-.0006234,.0002355,.0001827,.0000179,.0000265,.0000842,-.0005364,-.0000767
211,.0137789,-.0032766,-.007433,-.0018017,-.0008572,.0019584,-.0005404,.0002333,.0001919,5.68e-06,.0001379,-.0000879,.0023689,-.0000596
212,.0068974,-.0028832,-.0067349,.0000936,-.0035859,.0003075,-.0003925,.0002111,.0001208,-.0001059,.0001471,-.0000807,-.0059055,-.0001001
213,.0111425,-.0037857,-.0030377,-.0028163,-.001824,.001544,-.0005726,.0002014,-5.77e-06,-.0000511,.0002011,-.0000291,.0012226,-.0002561
214,.0054619,-.0031855,-.0039778,.0065511,-.0035824,-.0027485,-.0004225,.0002124,2.15e-06,-.0002993,.0001267,6.13e-08,-.0014812,-.0003805
215,.0081117,.0007869,-.0122282,.005671,-.0038974,-.0018545,-.0004221,.0000626,.0002776,-.0003674,.0002819,3.88e-06,-.0034104,-.0001635
216,.0103173,-.0020935,-.0017179,-.0028793,-.002387,-.0019912,-.0005151,.000181,.0000365,-.000092,.0001997,.0000479,-.0007517,-.0001421
217,.0088813,-.0035743,-.0049856,-.0023278,-.0037237,-.0014352,-.00046,.0002894,-6.52e-06,-.0000238,.0002158,-.0000705,-.0071654,-.0000556
218,.0110989,-.0002229,-.0076761,.0015146,.0008855,-.0049822,-.000416,.0000918,.0002264,-.0002154,.000157,.0001006,.0006178,-.0000556
219,.0095933,-.0061166,-.0008073,.001117,-.003044,.0040848,-.000434,.0002821,.0000446,-.0001151,.0001568,-.0000707,.004827,-.0001363
220,.0130977,.0016224,-.0111741,.0054525,-.0009691,-.0040415,-.0006487,.0000953,.0002102,-.0002482,.0002197,.0001079,.003988,-.0002637
221,.0131221,-.0015896,-.0048047,-.0008513,-.0016237,.0011411,-.0005894,.00012,.0000957,-.0000295,.000113,-.0000203,.0053938,-.0003104
222,.0114548,-.0066988,-.0073846,.0005931,-.0004404,.0047218,-.0004697,.0003428,.000177,-.0001847,.000226,-.0001529,.0022459,-.0000614
223,.0122665,-.0013403,-.0026021,.0008669,-.0012054,-.0020886,-.0005339,.0001153,.0000395,-.0001895,.0000724,-.0000409,.005897,-.0005372
224,.0099064,-.0048338,-.0065642,.0009731,-.0038733,.0009537,-.0005689,.0001277,.0001265,-.0002573,.0002182,-.0000232,-.0034382,-.000377
225,.009267,-.0044466,-.0108619,-.0003687,.0009607,.0000624,-.0004573,.000209,.0002491,-.0000302,.000087,.0000358,-.0053872,.0000935
226,.0011944,-.0054563,-.0173014,.0002238,-.0064329,.0028127,-.0002972,.0002442,.0002849,-.0001428,.0003534,-.0001203,-.0249596,.0003222
227,.0103222,-.0077233,-.0024476,.0031196,-.0010868,.00175,-.0005278,.0002972,.000052,-.0002544,.0001324,-.0000472,.0039342,-.0003479
228,.0114693,-.0005504,-.005078,-.0005364,-.0024362,-.0014301,-.0004376,.0000787,.0001874,-.0001042,.0002626,-.0000495,.0014383,-.0000625
229,.0118669,-.0072436,-.0044356,-.0045206,-.0049783,.0044662,-.0005736,.0003686,9.56e-06,-6.09e-06,.0001525,-.000142,-.0048449,-.000191
230,.0113389,-.0053457,-.0027358,.0059589,.0001339,-.006541,-.0004406,.0002475,.0000117,-.0002288,.0001405,.0002029,.0028092,-.0000669
231,.014766,.00211,-.0034721,-.0047657,-.0023953,.007553,-.0005892,.0001115,.0001223,.0000916,.0002103,-.000354,.0137959,-.0004075
232,.0129101,.0007225,-.0035898,.0029273,.0005561,-.0041108,-.0005274,.0000925,.0000679,-.0002744,.0001725,.0001288,.0094154,-.00034
233,.0108103,-.0065934,-.0067271,-.0028208,.0009032,.0018311,-.000465,.0002385,.0001143,-.0000105,-.0000457,-.0000378,-.0025967,-.0002062
234,.0142335,-.0046621,-.0045973,.0021194,-.0010456,-.0071158,-.0006432,.0001773,.0000409,-.0001426,.0000737,.0002207,-.0010681,-.0002732
235,.0100015,-.0058475,-.0056604,-.000574,-.0035143,.0024333,-.000457,.0002461,.0000118,-.000028,.0001377,-.000082,-.0031614,-.0001714
236,.0078548,-.0057476,-.007506,-.0029828,-.0014652,.0088757,-.0004474,.0002925,.0001872,-.0000771,.0001722,-.0002046,-.0009711,-.0000773
237,.0106954,-.0042074,-.0084083,.0013949,-.002896,.0048286,-.0005221,.000255,.0001754,-.0001928,.0002229,-.0001592,.0014073,-.0002209
238,.0110243,-.0070732,-.0041082,-.0037833,-.0001679,.0143221,-.0005699,.0003627,.0000111,-4.22e-06,.000169,-.0005161,.0102136,-.0005475
239,.0084466,-.0053596,-.0122697,-.0025391,-.0024714,.0045682,-.0004228,.0001058,.0003544,-.0000897,.0001676,-.0000282,-.009625,.0000871
240,.0115501,-.0069085,-.0044962,-.0025237,-.0024237,-.0013604,-.0004596,.0002482,.0001508,-.0000845,.0001334,-4.96e-06,-.0061624,-.0000166
241,-.0000432,-.0066921,-.0120021,-.0044265,-.0022406,.0034651,-.0001994,.0002511,.0001849,.0000106,.0001003,-.000081,-.0219396,.0002666
242,.0066576,-.0039384,-.0042842,-.0030945,.0012995,-.0059266,-.0004237,.0002744,.0001027,.0000297,-.000091,.0001882,-.0092865,.0000802
243,.0123615,-.0074222,-.0069757,-.0029893,.0015872,.0117515,-.000637,.0002797,.0000877,-.0000206,-.0000354,-.0002602,.008313,-.0005857
244,.0042351,-.0085292,-.0075403,-.0032429,-.00264,.0031765,-.000291,.0002793,.0002072,1.07e-06,.0000967,-.0000513,-.0145409,.000242
245,.0119091,-.0060001,.0015465,.0000183,-.000381,.0006203,-.0005632,.0003245,-.0000197,-.0001194,.0001334,-.0000272,.0077131,-.0002716
246,.007802,-.0046853,.0001074,-.0019319,-.0048679,-.0037448,-.0003921,.0002173,.0000322,.0000205,.0002008,.0001445,-.0073205,.0002232
247,.0044288,-.005859,-.0072655,-.0023245,-.0015438,.0033172,-.0004055,.0002212,.0001828,-.0000649,.0000998,-.0001029,-.0092468,-.0000695
248,.0037415,-.0057994,-.0094647,-.0036238,-.0000907,-.0008639,-.0003229,.0002887,.0000678,.0000184,-.0000172,.000101,-.0161009,.0001359
249,.011228,-.0031141,-.0046401,-.0006881,.0014587,-.0071523,-.0005317,.0002783,4.15e-06,-.0000292,.0000309,.0001434,-.0029078,-.0001042
250,.0183074,-.0045312,-.0108924,-.0068895,.0045217,.0028689,-.0006768,.0001537,.0002479,.0000459,-.0001152,-.0000483,.0033848,-.000393
251,.0095341,-.0063443,-.0093999,-.0062888,-.0001547,.0039705,-.0003982,.0002395,.0002624,.0001426,.000019,-.0001505,-.008683,.000115
252,.0039239,-.0015226,-.0073315,-.0008647,-.0050558,.0012522,-.000193,.0000814,.0001672,-.0001128,.0002875,-.0001082,-.0095985,.0001221
253,.0062979,-.0038993,-.0070982,-.0024991,-.0031907,.0030461,-.0003686,.0001746,.0001497,-.0000687,.000166,-.0000974,-.0073432,-.0000444
254,.0066773,-.0051098,-.0116235,-.0014155,-.0017112,.0051921,-.0003646,.0002014,.0001447,-.0000918,.0001778,-.0001821,-.0079907,-.0001146
255,.0087891,-.0042112,-.0097126,-.0028906,-.0008876,.0020289,-.0004421,.0002303,.0002078,-.0000157,.0001366,-.0000673,-.0068839,.0000495
256,.0075752,-.0036537,-.0078756,.0015943,-.0014881,-.0023867,-.0004992,.000172,-1.57e-06,-.0001404,.0000948,.0000539,-.0062346,-.0003205
257,.0183383,-.009402,-.0079728,-.0031436,-7.06e-07,.006379,-.0006775,.0003346,.0002225,8.41e-06,3.11e-07,-.0001033,.0041983,-.000215
258,.010921,-.0071057,-.0174993,-.0002529,-.0049111,.0107917,-.0004701,.0003551,.0004391,-.0001538,.000366,-.0003099,-.0080563,.0002264
259,.008062,-.0035908,-.0058323,.0002841,-.0032438,-.0036108,-.0005207,.0002263,.00013,-.0000469,.0002593,.0001228,-.0079316,.0001708
260,.0046868,-.0118846,-.0056989,-.0035617,-.0011169,.0063232,-.0003987,.0005026,.0000436,-.0000633,.0000923,-.0001505,-.011252,.0000261
261,.0078863,-.00959,-.0029472,.0003134,-.0034677,.0038455,-.0004665,.0003339,-.0000663,-.0001747,.0001661,-.0000722,-.0039597,-.0002797
262,.0091014,-.0052346,-.0031786,.0000512,-.0017014,.0004898,-.0005297,.0002652,.0000186,-.0001347,3.64e-06,4.49e-06,-.0004722,-.0003725
263,.0082081,-.0064042,-.0013405,-.0047132,-.0028057,.0015278,-.0004445,.000303,-.000048,.0000286,.000109,-.0000686,-.0055278,-.0001203
264,.0157717,.0000148,-.0064879,.0025046,.0011308,-.0013948,-.0007101,.0000785,.0001248,-.0002337,.0000692,-.0000433,.0115391,-.0007146
265,.0052365,-.0078708,-.0058382,-.0024571,-.0021284,.0026484,-.0004196,.0003138,.0000614,-.0000594,.0000283,-.0000742,-.0104096,-.0001498
266,.0146637,-.0023746,-.0049922,.0001749,-.0006974,-.0033579,-.000592,.0001348,.0001625,-.0001179,.0001637,.0000752,.0034165,-.0001737
267,.0121173,-.002044,-.0050157,-.0019962,.0004337,-.0026981,-.0004899,.000147,.000128,-.0000452,.0001265,.0000755,.0007971,-.0000581
268,.0106988,-.0084909,-.0055423,-.0040428,-.0025949,.0013705,-.0005188,.0004083,.0000775,-.0000496,.0000803,.0000498,-.0086017,.0000476
269,.0047515,-.0086527,-.0074399,-.0022998,-.0011475,.0056535,-.0002915,.0003888,.0001025,-.0000164,.0001575,-.0001761,-.009135,.0001648
270,.0126265,-.0105727,-.0097442,-.0048212,-.0050347,.0040969,-.0006258,.0004177,.0001744,-.0000325,.0001486,-.0001965,-.0134493,-.0001141
271,.0029483,-.0090733,-.0011756,.0017259,-.0029837,.0088833,-.0002449,.0003522,-.0000217,-.000174,.0001766,-.0003464,.0003248,-.0002583
272,.0107596,-.0042381,-.0083308,.0027038,-.0043304,.0008315,-.0005474,.0002899,.0002359,-.000246,.0003247,-.0000165,-.0026043,.0000406
273,.0053856,-.0045733,-.0061686,-.000767,-.0025892,.0012626,-.0003575,.0002841,.0001421,-.0000792,.000284,-.0000108,-.0074499,.0002627
274,.0136607,-.0036452,-.0093351,-.0059528,-.0020101,.0029454,-.0005825,.0001964,.0003388,.0000471,.000132,-.0001242,-.0043371,7.56e-06
275,.0106012,-.0002143,-.0069469,-.0002977,.000303,-.0048043,-.0004631,-.0000144,.0001551,-.0001326,.0000226,.0000827,-.0013591,-.0003496
276,.0101827,-.0060654,-.0042284,-.0019707,.0015662,.0071445,-.000453,.000314,.0001168,-.0000914,-.0000237,-.0001924,.0066289,-.0003296
277,.0093317,-.0101803,-.0066633,-.0059628,-.0046779,.0085936,-.0005352,.0004558,.0002378,.0000828,.0002703,-.0002328,-.0095591,.0002787
278,.0080494,-.0023033,-.0078232,-.001008,-.006136,-.0042916,-.0004212,.0000296,.0001621,-.0000959,.0002224,.0000502,-.0135127,-.0000528
279,.0148996,-.0072494,-.0085661,-.0054364,.002845,.0043996,-.0005543,.0003159,.000228,.0000518,-.0000443,-.0001404,.0008923,-.0001434
280,.0033396,-.0115912,-.0073318,.0023429,-.0088169,.001998,-.0002358,.0003722,.0001549,-.0002171,.0003726,-.0001264,-.0200594,.0003204
281,.0075012,-.0033155,-.004778,.0037972,-.0029471,-.0011061,-.0003537,.0001917,.0000596,-.0002462,.0001133,.0000479,-.0008483,-.0001873
282,.0134966,-.0051231,-.0024601,-.0031444,-.0014838,-.0007903,-.0006516,.0001649,.0000404,.0000562,-.0000143,.00009,.0004948,-.0003144
283,.0055479,-.0126505,-.0070809,-.0059223,.000117,.0099872,-.0003304,.0004619,.0001344,-.0000646,.0000943,-.0003239,-.0100016,-.0000283
284,-.0000413,-.0088779,-.0083713,-.0022734,-.0076863,.0011136,-.0002034,.0003159,.0002182,-.0001063,.0003549,.0000301,-.0261368,.0006094
285,.0087914,-.0038247,-.0074432,.0016833,-.0057811,-.0018893,-.0005433,.0001829,.0001138,-.0002704,.0003121,.0000629,-.0084636,-.0001418
286,.0070963,-.004708,-.0085706,-.002355,-.0005289,.0010678,-.0004917,.000284,.0002068,-7.90e-07,.0000174,-.0000923,-.0079985,-.0000766
287,.0125386,-.0013616,-.0072818,-.0018197,.0001633,-.0019645,-.00059,.0000727,.0001609,-.00005,.0000475,.0001511,.0002743,-.0002079
288,.0200599,-.0017324,-.0080621,.0045063,-.0087045,-.0022433,-.0007456,-.0000155,.0001405,-.0002576,.0003137,.0000722,.0038238,-.0004923
289,.0106662,-.0036391,-.0054859,.0027278,-.0053405,-.0064568,-.0003757,.0001644,.0001428,-.0001549,.0002277,.0001366,-.0075284,.0001409
290,.0142272,-.002577,-.0025613,-.0012837,-.0011994,-.0000327,-.0006792,.0001785,.0000682,-.0001206,.0000505,.0000537,.0065731,-.0004489
291,.0106256,-.0037965,-.0047895,-.002528,.0013764,.0046863,-.0004837,.000262,.0000125,-.000015,.0000843,-.0002256,.0055742,-.0003655
292,.012087,-.0024365,-.0051305,-.0007528,.0015023,-.0034488,-.0005538,.0002566,.0001017,-.0000232,.0001021,.0001414,.0018207,.0000248
293,.0096153,-.0010503,-.0062694,-.0032459,-.0046029,.002221,-.0003987,.0000517,.0000405,-.0000473,.0002366,-.0001483,-.0033322,-.0002653
294,.006799,-.0041139,-.006977,-.0004991,-.0042443,.0043522,-.0003999,.0002229,.0000644,-.0001998,.0002301,-.0001791,-.004683,-.0002613
295,.0081447,-.0046729,-.0108965,-.0024531,-.0029184,-.0006995,-.0004166,.0002816,.0002753,-.0000854,.0001746,.0000412,-.0134958,.0002708
296,.0071878,-.0029857,-.0097606,.0021361,-.0028862,.0044528,-.000427,.0000909,.0002462,-.0003178,.0001536,-.0001168,-.0018558,-.0003709
297,.0089656,-.0091734,-.003659,-.0029355,-.0013881,.0049263,-.0004924,.0003546,.0000237,-.0000121,7.25e-06,-.0001391,-.0032641,-.000258
298,.0114173,-.0015943,-.0084583,.0041952,-.0015536,.0019224,-.0004596,.0001416,.0002082,-.0002301,.0002533,-.0001262,.0059287,-.0002127
299,.0141278,-.0035605,-.0040635,-.0043442,.0006545,-.0015371,-.00058,.000119,.0000617,-.0000204,.0001091,8.37e-07,.001277,-.0003098
300,.0129632,-.0061354,.0013693,.0006408,-.0026422,-.0010897,-.0006118,.0003441,-.0000135,-.0000834,.0001429,.000077,.0051059,-.0001447
301,.0113443,-.0013762,-.0042711,.0004108,-.0020488,-.0028134,-.0005922,.0002528,.0000211,-.0001235,.0001929,.0000862,.0012456,-.0001628
302,.0060938,-.0050002,-.0049712,-.0007211,-.0007479,.0018004,-.0003853,.0002715,.000139,-.0001252,.0002493,-.000108,-.0035463,.0000413
303,.0101252,-.0020174,-.0053208,.0030921,-.0055434,.0038556,-.0004645,.0002875,.0001022,-.0001933,.0003794,-.0002259,.0041915,-.0001146
304,.0151452,-.0065403,-.0088265,-.0025076,-.0019573,.0053829,-.0006298,.0003757,.0001419,-.0000144,.000212,-.0001616,.0006965,-.0000762
305,.009141,.0008577,-.009128,.0004752,-.006631,-.0072744,-.0005128,.000075,.0002529,-.0000834,.0003077,.0001537,-.0125595,.0001931
306,.0121841,-.004541,-.0092511,-.0011843,-.0014847,.0025889,-.0005017,.0002329,.0002818,-.0000818,.0003078,-.0000309,-.0016882,.0002081
307,.004381,-.0079083,-.0098365,-.0032052,-.0047644,.0116287,-.0003352,.0003343,.0002657,-.0000357,.0002782,-.0004011,-.0097047,.0001061
308,.0097355,-.010244,-.0060018,-.0022154,-.0016524,.0050353,-.0006501,.0004781,.000089,-.0000841,.0001512,-.0001847,-.0053427,-.0002007
309,.0137717,-.0045036,-.0035521,.0020397,-.000942,-.0021894,-.0005864,.0001911,.0000696,-.0001359,.0001095,.0000111,.0046242,-.0003411
310,.0116897,-.0089266,-.0064286,-.0019866,-.0021151,.0041243,-.000419,.0002728,.0001426,-.0001452,.0001423,-.0001761,-.0036428,-.0001825
311,.0105146,-.0061598,-.0057223,-.0026296,-.0009922,.0041626,-.0004228,.0003384,.0001184,-.0000902,.0000819,-.0001427,-.0008267,-.000117
312,.0149016,-.0056631,-.0046226,-.0018337,.0017389,.0055623,-.0007853,.0003318,-.000034,-.0000572,3.83e-06,-.0000829,.0100833,-.0006239
313,.0133139,-.0011009,-.0056437,.0001398,.0003824,.0020177,-.0005858,.0001738,.0001479,-.000111,.0001788,-.0001159,.0091093,-.0003121
314,.0026768,-.0073407,-.0108623,-.0045932,-.0051907,.0096603,-.0003008,.0003641,.0002501,-.0000308,.0003332,-.0003834,-.0156498,.0002324
315,.0007288,-.0094324,-.0060696,-.0030109,-.0050733,.005776,-.0001519,.0003618,.0001678,.0000272,.0003004,-.0002469,-.0170813,.0004583
316,.0042378,-.0083018,-.0073687,-.0028769,-.0035597,.0076755,-.0003538,.000358,.0001449,-.0001207,.0001622,-.0001911,-.0101938,-4.52e-07
317,.0075495,-.0010786,-.0093456,-.0016613,-.0006351,.000836,-.0004215,.0002345,.0002489,-.0000519,.0001626,.0000393,-.0043351,.0002119
318,.007707,-.0012837,-.0062405,.00067,-.0027231,-.0099978,-.0005096,.0001605,.0000891,-.0001672,.0001524,.0003237,-.0118682,.0000488
319,.0085626,-.0009689,-.0047506,-.0011469,-.0027303,-.0044965,-.0004199,.000076,.0001004,-.0000322,.0001424,.0001531,-.0055307,.0000198
320,.012613,-.0007361,-.005121,-.0047253,-.0032471,-.0035863,-.0006011,.0001326,.0001889,.0000854,.000233,.0000359,-.0048028,.0000747
321,.0087302,-.0020007,-.0086333,-.0023624,-.0026404,-.0043511,-.00042,.0001239,.0002421,-.0000316,.0002086,.0000695,-.0112577,.0001925
322,.0109507,-.0039278,-.0051386,-.0001577,.0012511,-.0016201,-.0005287,.0002483,.0000657,-.0000318,-.0000319,.0001187,.0013576,-.0001598
323,.0061525,-.008217,-.0100411,.0004863,-.003961,.0027238,-.0002587,.0002141,.0003043,-.0002415,.000088,-.0001055,-.0128565,6.79e-07
324,.0097511,-.0006005,-.003688,.0013305,-.0059975,.001197,-.000381,.000141,.0001255,-.0001872,.0003478,-.000088,.0019926,-.0000419
325,.0129608,-.0001499,-.0096184,.0043748,.0003863,.0042548,-.0005385,.0000458,.0002275,-.0002715,.0001919,-.0001956,.0122082,-.0005404
326,.004184,-.0078708,-.006133,.0017143,.0023904,.0039184,-.0003162,.0003161,.0000945,-.0001478,7.26e-06,-.0001485,-.0017968,-.0001945
327,.0116279,-.0035829,-.0055023,.0022536,-.0005168,-.0034038,-.0004761,.0001829,.0001618,-.0001393,.0001713,.0000452,.0008756,-.0000542
328,.0068332,-.0039251,-.0114058,-.0061892,.0001053,.0051142,-.0003706,.000147,.0003334,.00004,.0001357,-.0000889,-.0094674,.0001965
329,.0088375,-.0063651,-.0081381,.0010332,-.0066582,.005839,-.0004069,.0002877,.000227,-.00014,.0003136,-.0002527,-.0054517,.0000288
330,.0075408,-.0024314,-.0081294,.0016856,-.0016728,-.001051,-.0003905,.000155,.0001481,-.0001785,.0001178,-6.89e-06,-.0040581,-.000155
331,.0164751,.0015177,-.0053147,.000724,.0014987,-.0042982,-.00057,.0000287,.0001434,-.0001075,.0000868,.0001148,.0106026,-.0003038
