run,temp,temppoor,L1temp,L1temppoor,L2temp,L2temppoor,L3temp,L3temppoor,L4temp,L4temppoor,L5temp,L5temppoor,temp2,temp2poor,L1temp2,L1temp2poor,L2temp2,L2temp2poor,L3temp2,L3temp2poor,L4temp2,L4temp2poor,L5temp2,L5temp2poor,tlin,tlinpoor,tsq,tsqpoor
89,.013605,.0074128,-.0030045,.0014655,.0000954,-.020855,-.001584,.0007826,.0070787,.0043952,.00183,.0104137,-.0004697,-.0001994,.0001684,.0000653,-.0001148,.0003959,.0001443,-.0001073,-.0002224,.0002332,-.000085,-.000279,.0180207,.0036148,-.0005792,.0001086
90,.0039136,.0098409,-.0123707,-.00963,-.004528,-.0176289,-.0078158,-.009341,-.0010127,.0111068,.0099356,.0148264,-.0002407,-.0004265,.0005013,.0004728,.000128,.0002512,.0002517,.0001376,.0000369,-.0001374,-.0002698,-.0001955,-.0118781,-.0008257,.0004075,.0001022
91,.0070224,.0081769,-.008396,-.003242,-.0056894,.0064926,-.0036952,-.0102012,-.0025486,.0065887,.0059448,.0099529,-.000354,-.0003916,.0002125,.0001826,.0000787,-.0002848,-.0000514,.0000377,.000102,.0000679,-.0002316,-.0002058,-.0073621,.017768,-.0002437,-.000594
92,.0086078,.0045113,-.0055308,.0048776,-.0058482,.0097585,.0045068,.0115737,.0011703,.0256663,.0038062,.0120716,-.0004187,-.0002847,.0003266,4.55e-06,8.32e-06,-.0003074,-.0002432,-.000383,.0000382,-.0002222,-.0001897,-.0003378,.0067121,.0684591,-.0004785,-.0015306
93,.0019489,.0297927,-.0081046,-.0018186,-.0065496,-.0126057,-.0000464,-.0186822,-.0039542,-.0149198,.0059601,.0051016,-.0002074,-.0008506,.0004361,.0002011,.0001449,.0002154,-.0001058,.0003479,.0002066,.0004662,-.0002923,-.0000797,-.0107458,-.0131319,.0001822,.0003003
94,.0038551,.0087768,-.0071969,-.0248445,-.0050972,-.0198923,-.0096907,-.0116832,.0001966,-.0014989,.0079275,.0226166,-.0002829,-.0002622,.0003225,.0004903,.0001619,.0003605,.000317,-.0000171,.0000467,.0003091,-.0003911,-.0006643,-.0100055,-.0265255,.0001741,.0002164
95,.0051544,.014117,-.008103,.0049722,-.0090089,-.0219322,-.003507,-.0000133,-.0011778,-.0001353,.0067624,.0156922,-.0003512,-.0005509,.0003015,-.0000313,.0001923,.0005081,.0000224,.0000159,-.000033,.0001791,-.0003059,-.0002716,-.0098798,.0127005,-.0001738,-.0001507
96,.0051921,.006627,-.0075075,-.004896,-.0103407,-.0239692,-.0004743,.0098742,.0035413,.0049099,.0054647,.0120441,-.0001751,-.0003649,.0003444,.0001748,.0001977,.0005476,-.0000809,-.0003211,-.0001479,.0001647,-.0001719,-.0002602,-.0041243,.0045899,-.0000337,-.0000591
97,.0082762,.031204,-.0109172,.0253308,-.008362,-.0221367,-.0015831,.0092509,.0002847,-.0241173,.0044325,.0024209,-.0003289,-.0007639,.0004196,-.0005121,.0002592,.0003404,-.0000455,-.0003415,-.0000331,.0006134,-.0002416,-.0000515,-.0078689,.0219525,.0000296,-.0007152
98,.0066537,.0063956,-.0089769,-.00628,-.0077033,-.004013,-.0001833,-.0008737,.0013302,.0150772,-.0016738,.0090254,-.0004052,-.000385,.0003638,.0003028,.0001874,.0000322,-8.58e-07,-.0001464,-.0000247,-.0000268,.000144,-.0003147,-.0105534,.0193315,.0002644,-.0005379
99,.0055495,-.0077384,-.0133402,.0173862,-.0088878,-.0038514,-.0031397,.0242847,-.0015987,.0052524,.0076503,-.0030834,-.0003387,-.0003052,.0006365,-.0001632,.0002625,-.0000255,.0000278,-.000532,.0001231,.000107,-.0003104,.0001108,-.0137667,.0322502,.0004008,-.000808
100,.0101947,.0290065,-.0069396,.0033216,-.007014,-.0098718,-.0062254,-.012096,.0013331,.0093862,.0048383,.0065015,-.0005335,-.000919,.0001729,5.01e-06,.0000693,.0001627,.0001571,.0001153,-.0001672,-.000094,-.0001992,-.0000686,-.003813,.0262479,-.0005006,-.0007986
101,.0097374,.0092526,-.0065589,.0026859,-.0068137,-.0122869,-.002247,-.0107934,.0048936,-.0059439,.0047605,.0187975,-.0004901,-.0004822,.0003943,.0002513,.0002713,.0000743,-.000079,.0000713,-.0001092,.0003594,-.0002521,-.0003893,.0037718,.0017119,-.0002648,-.0001152
102,.0082116,.0002053,-.0119313,-.0145013,-.0100859,.0063943,.0031712,-.02083,-.0033821,.0018449,.0036084,.0134318,-.0004555,-.0001612,.000445,.0004333,.0002569,-.0002164,-.0002658,.0002449,.000106,.0001504,-.0001204,-.0002397,-.0104082,-.0134549,-.0000337,.0002114
103,-.0011236,.0002893,-.0062359,.0036009,-.0058503,-.0155509,.0012186,-.0035647,-.002492,-.0143094,.0018402,.015557,-.0001041,-.0002339,.0003285,.0000508,.0000944,.0003432,-.0001813,-.0002043,.0001117,.0006253,-.0001566,-.000574,-.0126429,-.0139777,.0000926,7.08e-06
104,.0084102,.0183471,-.0136285,.0062528,-.0086953,-.0044995,-.0078033,-.010805,-.002829,.0044292,.0075388,-.000277,-.0003322,-.0006506,.0005439,-.0000217,.0002663,.0001521,.0001746,.0001258,.0001096,.0001272,-.0002252,-4.74e-07,-.017007,.0134475,.000537,-.0002677
105,.0134438,-.0034891,-.0064833,.0055329,-.0054812,-.0146177,-.0012714,.0303707,-.0001879,-.0071778,.0052466,-.0028972,-.0004389,-.0000978,.0002048,.0001839,.0000925,.0002421,-.0000908,-.0006978,.0000179,.0003054,-.0001686,.0001403,.0052665,.0077218,-.0003832,.0000761
106,.0093294,.0111816,-.002883,-.0129003,-.002875,-.0148439,.0001727,-.0094065,.0022809,.0087582,.0041464,.0152778,-.0003816,-.0005395,.0001758,.0004106,-.0000441,.0001499,-.0001258,.0000499,-.0000364,.0001236,-.0002256,-.0003002,.0101714,-.001933,-.0006378,-.0001057
107,.0003004,-.0056997,-.0067082,-.0091969,-.0042792,.0178307,-.0032474,-.0170258,-.0005011,.0101176,.0001404,.0014185,-.0001639,3.82e-06,.0002649,.0002304,.0000419,-.0003055,.0002023,.0002491,-.0001009,-.0000965,.000019,.0000568,-.0142951,-.0025556,.0002633,.0001382
108,.0046824,.0007262,-.0109787,-.0151812,-.0059426,.0067062,-.0051822,-.0126119,-.0050213,-.0008987,.0047456,.0062324,-.0003137,-.0003679,.0003519,.0005536,.000265,-.0002173,-.0000104,.0000664,.0002099,.0003112,-.0001418,-.0001477,-.0176967,-.0150271,.000361,.0001984
109,.0145609,.0093105,-.005788,-.0025386,-.0061344,-.0128791,-.0105842,.0019886,.0016459,.0026859,.0109957,.0149621,-.0005052,-.0005297,.0002366,.0002087,.0001503,.0002007,.0002475,-.0001434,7.99e-06,.0001754,-.0003748,-.000456,.0046959,.0135295,-.0002376,-.0005442
110,.0007722,-.0023822,-.0102748,-.0184878,-.0075631,.0109815,-.0002902,-.0062072,-.0030437,.0202604,.0073072,.0017812,-.0002278,-.0003956,.0004578,.0004665,.0000259,-.0003345,-.0001458,.0000395,.0001076,-.0002145,-.0003753,-.0001276,-.0130924,.0059459,-.0001575,-.0005662
111,.0014545,.0149416,-.0119993,.0087529,-.0098339,-.0054787,-.0065094,-.0117762,.0009968,.0059501,.0079902,.024461,-.0002612,-.0007662,.0004462,.0001158,.000103,-.000017,.0001976,.0002373,-.0002117,-.0000928,-.0002118,-.0004301,-.017901,.0368507,.0000622,-.000953
112,.0115103,.0062024,-.0103798,.0140017,-.0225481,-.0319553,-.0047644,.0151251,.0005662,.0059278,.0023307,.0177724,-.0004375,-.0004458,.0003249,-.0000888,.0006113,.0007041,-8.14e-06,-.0003424,-.0001423,-.0000393,-.0001553,-.0003898,-.023285,.027074,.000193,-.000602
113,.0089478,.0030435,-.0041003,-.0021741,.0019851,-.0148439,.0007563,.0119957,-.0036841,.0113324,.0084358,.0066093,-.0003443,-.0002946,.0000911,.0001119,-.0000395,.0003403,-.0000832,-.0003059,.0001885,-.0001911,-.0004314,-.0001255,.0123406,.015963,-.0006188,-.0004649
114,.0122597,.0309241,-.007935,.0372858,-.007982,-.0067934,-.0017695,.0165183,-.0028154,-.0227181,.0065751,.0001083,-.0005653,-.0008953,.000294,-.0005194,.0002568,.0001683,-.0001353,-.000497,.0001069,.0006412,-.000234,-.0000568,-.0016671,.0553248,-.0002769,-.001159
115,.00915,.0158688,-.0048159,-.0099175,.0029946,-.0114958,-.0036665,-.0084248,.0093754,.0166677,.0102182,.0107433,-.0003032,-.0005953,.0002853,.0004207,-.0001363,.0002017,.0000815,.0000538,-.0003195,-.0001494,-.0002732,-.0003333,.0232558,.0134418,-.0006654,-.0004018
116,.0037386,.0432001,-.0113729,.0680483,-.012055,-.0470742,-.003308,.0266209,-.0039252,-.0258776,.0095072,-.0031223,-.0002701,-.0012493,.0003921,-.0011973,.0002648,.0008149,-4.56e-06,-.0006039,.0001118,.0006667,-.0003446,.0001255,-.0174154,.0617951,.0001495,-.0014434
117,-.0013558,.0178876,-.0107357,-.0033532,-.0143236,-.0112437,-.0052444,-.0132451,-.003811,.0118548,.0086638,.0140039,-.0001262,-.0005844,.0003944,.0001508,.0002063,.0003263,.0000568,-.000042,.0000542,.0001072,-.0002501,-.0004352,-.0268068,.0159043,.0003355,-.0004771
118,.0043445,.0127496,-.004736,-.0035075,-.0033831,.0066872,-.0043902,-.0066296,.0017431,.0000326,.0016663,.0118628,-.0003028,-.0004076,.0002187,.0001094,.0000356,-.000204,.0000969,-.000032,-.0001496,.0001916,-.0000472,-.0003098,-.0047554,.0211952,-.0001484,-.0006524
119,.0153738,.0120333,-.0085368,.0029445,-.0015083,-.0204861,-.0023081,.0079604,-.0006339,-.0036418,.0056457,.0097356,-.0006836,-.0006123,.000384,.0002108,.0000259,.0003537,-.0000862,-.0002919,-1.14e-06,.0003914,-.0001977,-.0002522,.0080323,.0085459,-.0005587,-.0002006
120,.0044154,.0016368,-.0045611,.006123,.0013227,-.0031284,.0001214,.0171176,.0004373,.0170268,.0019935,.0183215,-.0001287,-.0002952,.0002137,.0000303,-.0000645,.0000612,-.0000667,-.0005182,-.0000742,-.0001501,-.0000643,-.0004472,.0037293,.0570973,-.0001846,-.0013193
121,.0220274,.0078496,-.0083265,-.0104676,-.0087485,-.0095121,-.0116682,-.0076601,.0017574,.0108453,.009265,.0150789,-.0008966,-.000535,.000312,.0003505,.000267,.0001613,.0003174,.0000989,-.0000635,-.0000171,-.0003058,-.0004083,.0043067,.006134,-.0003696,-.0003498
122,.0135094,-.0050154,-.0027728,-.0136776,-.0096355,.0091716,-.0003071,.0091674,-.0043872,.0241877,-.000309,.0184765,-.0004987,-.0001503,.0000517,.0003357,.0002299,-.0001121,-.0000701,-.0004146,.0000809,-.0002845,-.0000841,-.0004323,-.0039022,.0423101,-.0002904,-.001058
123,.0113539,.0243889,-.0081191,.0259863,-.0144261,-.010155,-.0029438,.0077372,.0007259,-.0083829,.0025423,.0197128,-.0006066,-.0009195,.0002326,-.0003628,.0003698,.0001952,.0000353,-.0003174,-.000035,.0003786,-.0001083,-.0005612,-.0108668,.0592874,-.0001122,-.0015871
124,.0099952,.0116437,-.0057132,-.0003378,-.0128323,-.0206671,-.0047354,-.00011,-.0018754,.008138,.007929,.0206011,-.0005702,-.000627,.0002947,.0002907,.0004455,.0002983,.0001391,.0000131,.0000707,-.0000149,-.000236,-.0004465,-.0072322,.0192679,.0001439,-.0004863
125,-.0029841,.0146646,-.0109035,-.0010685,-.0201399,-.0126942,.0023551,.0129562,-.0059516,.0108236,.0061924,.007185,-.000109,-.0006682,.0004938,.0002073,.0004424,-6.84e-06,-.0001574,-.0003626,.0002258,-.0000312,-.0002779,-.0002602,-.0314317,.0318668,.0006178,-.0011217
126,.0118898,.0132909,-.0074407,-.0048038,-.0054362,-.0182149,-.0051473,-.0031759,.0016425,.0057534,.0093427,.0061567,-.0004873,-.0004377,.0001906,.0003248,.0001185,.00027,-.0000467,-.0002352,-.000105,.0000682,-.000339,-.0000591,.0048508,-.0009936,-.0006688,-.000069
127,.0034303,.0269177,-.009877,.010435,-.004655,-.0345642,.0004025,.0062629,.0014579,-.0009273,.003529,.0076766,-.0001191,-.000822,.0003751,-3.92e-06,.0001055,.0006926,-.0001426,-.0002163,-.0000654,.0001737,-.0001276,-.0001891,-.0057123,.0158006,.0000259,-.0003649
128,.008586,.0243063,-.0033861,.0132342,-.0110406,-.0174058,-.0028303,-.0039694,.0001808,.0009346,.0068618,.0075216,-.0003098,-.0007669,.0001324,-.0001128,.0002869,.0002817,.000026,-.00005,1.08e-06,4.95e-07,-.0002757,-.0001568,-.0016284,.0246215,-.0001392,-.0008044
129,.003186,.0366114,-.0083418,.0013114,-.01072,-.0379635,-.0086309,.0193132,.0031068,-.0051242,.0058068,.014213,-.0001141,-.0009247,.0003049,.0000555,.0002769,.0007457,.000202,-.0006544,-.0001557,.0003314,-.0001842,-.0003108,-.015593,.0283615,.0003299,-.0007573
130,.0168641,.0317618,-.0088064,-.0053573,.0013978,-.0014796,-.0018654,-.0093374,.00873,.00948,.0120231,.0074118,-.0005369,-.0008912,.0003907,.0001717,-.0000839,.0000162,2.47e-06,-.0000578,-.0002752,.0000265,-.0004316,-.0002166,.0283432,.0324793,-.0009344,-.0009512
131,.0059856,-.0022712,-.0093759,.0126345,-.0071886,-.0257485,-.0024396,.0213154,.0028243,.0074524,.0057312,-.0048988,-.0003079,-.0000749,.0003918,-.0000552,.0001303,.0005353,-.0000696,-.000671,-.0001698,.0000882,-.0001499,.0001612,-.004463,.0084837,-.000175,-.0000165
132,.0045089,-.0201465,-.0088245,-.0061907,.001025,.0049404,-.0067476,.0114069,.0039254,.0091073,.0017712,.0124832,-.0001522,.0001892,.0004107,.0002828,6.05e-06,-9.22e-06,.0002106,-.0003218,-.0000763,-.0000435,-.0002088,-.0003934,-.0043417,.0116006,.00019,-.0002958
133,.0102578,.0079343,-.0056398,-.0056287,-.0030133,-.0000477,.0014984,.0148108,-.0030738,.0106526,.0065219,.0090807,-.0005675,-.0004394,.0001997,.00029,.000011,-.0001188,-.0002068,-.000435,.0000679,.0000983,-.000206,-.0002733,.0065512,.036802,-.0007018,-.0008782
134,.0149649,.0094765,-.0088359,.0073764,-.0079691,-.0340957,-.0017751,.0211517,.0036964,-.0050052,.0069653,.0228672,-.0004843,-.0003797,.0002792,-.0000994,.000177,.0006628,-.0000762,-.0006271,-.0000956,.0001209,-.0003137,-.0005231,.0070464,.0217709,-.0005134,-.0008456
135,.0088003,.0012395,-.009258,.0125304,-.0048726,-.0327507,-.0013712,.0190996,.0032635,-.0108506,.0081034,.0193115,-.0003564,-.0001766,.0003742,-.000121,.0001686,.0006731,-.0000866,-.0006584,-.0000683,.0005376,-.0002779,-.0004123,.0046654,.0085799,-.0002464,-.0001576
136,.0051106,.0107084,-.009794,-.0016408,-.0123802,.0000556,-.003995,-.0003828,.0003095,.0062663,.0089395,.0024303,-.0002056,-.0004426,.0003638,.0001605,.0003195,.0000118,.0000482,-.0001722,-.0000891,.0003035,-.0003131,-.0001346,-.0118096,.017437,.0001238,-.0002736
137,.003186,.0233864,-.0065824,.0072595,-.0069622,-.0272348,.0002898,-.0009364,-.0023884,-.00882,.0001419,.0179198,-.000274,-.000544,.0003085,-.0000171,.000092,.0005884,-.0001441,-.0002108,-3.58e-06,.0005183,8.75e-06,-.0005532,-.0123154,.0115745,-.0000124,-.0002185
138,.0021912,.0201375,-.014463,.0200804,-.013114,-.0163739,-.0082122,.0094867,.0046512,-.0048382,.0103334,.0060196,-.000184,-.0008391,.0005767,-.0001585,.0002729,.0003672,.0002614,-.000287,-.0001791,.000214,-.0002142,.0000285,-.0186134,.0345121,.0005336,-.000675
139,.00386,.0012913,-.0128191,-.0116241,-.0095254,-.0063053,-.0037301,-.0018597,-.004933,.0014318,.0095452,.011252,-.0002923,-.0003219,.0004193,.000463,.0002779,.0001036,6.73e-06,-.0002117,.0002344,.0001622,-.0003436,-.000217,-.0176025,-.0058139,.0003025,-.0000218
140,.0101354,.0164607,-.0061314,-.0022079,-.000392,-.0181339,-.005393,-.004807,.0026966,.001479,.0088912,.0160358,-.0004066,-.0005281,.00022,.0001717,.0000278,.0004233,.0000227,-.0000548,-.0000772,.000121,-.0003081,-.0003674,.0098068,.0088267,-.0005213,-.0002343
141,.006694,.0119314,-.0105246,-.0018026,-.0084255,-.0118957,-.0074341,-.0097495,-.0082014,-.0006991,.006925,.0065339,-.0003027,-.0004038,.0003317,.0001817,.000199,.0001952,.0001439,-.0000458,.0001697,.0003287,-.0002296,-.0001697,-.0209666,-.0056815,.000312,.0000864
142,.0076203,.0096052,-.0069028,.0028291,-.0116817,-.0137007,.0001817,.0007195,-.0016442,.0089864,.0037336,.0137005,-.0004293,-.0005933,.0002984,-.0000382,.0002315,.0002427,-.0001502,-.0000771,.0000488,.0000876,-.0002069,-.0003561,-.008693,.02214,-.0002077,-.0007344
143,.009532,.005934,-.0105004,.0041613,-.0062518,.0025011,-.0054556,-.0087401,-.006025,-.0009038,.0071888,.0060954,-.0003428,-.0003883,.0003353,.0000228,.0002589,-.0001007,.0001417,-.0000221,.0001946,.0003505,-.0001965,-.000063,-.011512,.009048,.0003914,-.0002008
144,-.0002577,.0130618,-.0082734,.0241997,-.0087695,-.0119688,-.0071611,.0273386,.0028926,-.0229112,.0030813,.0322757,-.0000802,-.0005281,.0003274,-.0004371,.000028,.0001209,.0003942,-.0006651,-.0002895,.0007728,.0000811,-.000666,-.0184877,.0619959,.000461,-.0014027
145,.0105275,.0161804,-.0094596,-.0020878,-.0074495,-.0031064,-.0037505,.0074267,.0002977,.0081382,.0065101,.0122827,-.0004943,-.0004375,.0002833,.0002295,.0003024,-.0000321,.0000586,-.0004581,-3.02e-06,.0000946,-.0001724,-.0003008,-.0033242,.0388337,-.0000254,-.0009045
146,.0059718,.017619,-.0087986,.0058401,-.0106114,-.0171758,.0001347,.0108496,-.0059637,.0064931,.0090125,.0115465,-.0004099,-.0006527,.0003257,-.000136,.0002556,.0002913,-.0002576,-.0004016,.0002583,.0000603,-.0004155,-.0003305,-.0102546,.0351725,-.0002435,-.0011692
147,.0072428,.0197088,-.0078502,.0133461,-.0105779,-.0265536,.0013509,.0114203,-.0024198,-.0015402,.0037381,.0141638,-.0004735,-.0007736,.0003297,-.0003339,.0001938,.0005171,-.0000759,-.0002684,.000096,.0001866,-.0001345,-.0003219,-.0085161,.0305452,-.0000644,-.000994
148,.0067184,.0030013,-.0047802,.0107539,-.0056836,.0031461,-.0004342,-.004208,.0066216,-.0251051,.0036679,.0129506,-.0003424,-.0003065,.0002562,-.000094,.0000655,-.0001702,-.0000576,-.0000657,-.0002198,.0008332,-.0001283,-.0002555,.0061098,.0005389,-.0004264,-.0000587
149,.0134515,.0013332,-.0041499,.0023727,-.0029802,-.0157937,.0008909,.0038088,.0012298,.0069532,.0048119,.0094839,-.0005428,-.0000983,.0001668,-.0000345,.0001477,.0003393,-.0000782,-.0002991,.00002,.0002332,-.000088,-.0002885,.0132541,.0081582,-.0003745,-.0001479
150,.0064357,.0172498,-.0062361,-.0094077,-.0054026,.0057453,-.0051871,-.0132087,-.0066509,.0176546,.0068427,.0004659,-.000514,-.0005643,.00022,.0004132,.0001116,-.0002696,.0001162,.0000252,.0002576,-.0002021,-.0001995,-.0000179,-.0101982,.0184992,-8.14e-06,-.0006155
151,.0064927,.0023155,-.0084684,-.0019618,-.0088346,-.0129739,-.0026829,.0058625,-.0003271,.0122749,.0097529,-.0029384,-.0003374,-.000282,.000231,.000177,.0001754,.0002762,-7.86e-06,-.0001453,-.0000325,4.32e-06,-.000388,.0001104,-.0040673,.0025787,-.0003593,.0001406
152,.0132143,.0260718,-.0016742,.0152776,.0018964,-.0306946,-.0008607,.0316445,.0017687,-.0094588,.003394,.0194079,-.000662,-.0007351,.0001252,-.000243,-.0000204,.0005426,-.0000407,-.0007781,.0000395,.0003315,-.0001383,-.0003711,.0177385,.0522483,-.0006968,-.0012531
153,.0099223,.0040644,-.006849,.0018826,.0000974,-.0097186,-.003712,-.0044282,.0024176,-.0000476,.0043226,.0029972,-.0003507,-.000411,.0002208,.0001342,-.0000323,.0000828,.0000854,7.98e-06,-.0001133,.0000762,-.0001971,-3.40e-06,.0061989,-.0052502,-.0003874,-.0001132
154,.001806,.0337902,-.0133812,.0048095,-.0026937,.0073125,-.0021684,-.0370328,.0057057,-.0263151,.0151997,.000765,-.000153,-.0010116,.0005716,.0000351,-.0000963,-.0003256,-8.96e-06,.0005929,-.0000853,.0009045,-.0005559,-.000064,.0044681,-.0166706,-.0003279,.0001313
155,.0087627,.0161376,-.0124128,-.0101456,-.0098533,-.0248486,.0013063,-.0080136,-.0050594,.0116966,.0085175,.0175989,-.0004577,-.0005309,.0003786,.0002087,.0002946,.000587,-.0003341,8.71e-06,.0002534,.0000329,-.0003657,-.0003961,-.0087389,.0024254,-.0002309,-.0000897
156,.0013036,-.0068728,-.0120863,-.0169156,-.0093066,.0114491,-.0070894,-.0039664,.0036712,-.0047592,.0038672,.0040348,-.0001827,-.0001736,.0003615,.0005661,.0000321,-.0003431,.0001788,-.0000823,-.0003216,.0003264,-.0001204,5.14e-06,-.0196404,-.0170301,-.0000524,.0002986
157,.0041949,.0120301,-.0055712,.0068494,-.0137889,-.021321,.0003075,.0018064,-.0004427,-.0072804,.0036351,.0209866,-.0002718,-.0003695,.0002272,-.0000284,.0003496,.0003688,-.0001395,-.0002741,.0000223,.0005423,-.0000281,-.0005783,-.0116652,.013071,.0001597,-.0003391
158,.0058093,.0086403,-.0130677,.0159807,-.0096141,-.0254562,.0014349,.0373322,.00883,-.0174948,.0067698,.0068737,-.000186,-.0002374,.0004726,-.0001669,.0001794,.0003901,-.000106,-.0009345,-.0003602,.0006381,-.0002496,-.0000902,.0001623,.0258759,-.0002498,-.0004007
159,.0085747,.0209399,-.0047244,.0185228,-.0035497,-.0286231,-.006905,.0051618,.0004196,-.0005319,.0073095,.0079654,-.0003878,-.0007546,.0002411,-.0002076,.0001754,.0005539,.0000748,-.0002085,.0000548,.0002124,-.000353,-.0002785,.0011246,.0234349,-.0001946,-.000683
160,.0055594,.0084272,-.0071076,.0069506,-.0046899,-.0203766,.0010829,.0146909,.0059481,-.0099479,.0048725,.0139178,-.0003299,-.0003937,.0003163,-.0000845,.0001446,.0003427,-.0000991,-.0004651,-.000161,.0005045,-.000222,-.0004377,.0056654,.0136621,-.0003511,-.0005338
161,.0027109,.0064673,-.0091483,.0026703,-.0025171,-.014001,-.0013728,.0023217,.004634,.0057642,.007414,.0024745,-.0002163,-.0002624,.0003072,.0000986,-.00002,.0003473,-.0000635,-.0001991,-.0002856,.0002196,-.000341,-.0000998,.0017207,.0056969,-.0006191,.0001042
162,.0115926,.0446152,-.0099531,.0399129,-.0100879,-.0390677,-.0010449,.0244233,-.0057973,-.0296975,.0083353,-.0014178,-.0005039,-.0010977,.0003857,-.0007777,.000363,.0008795,-.0001045,-.0007622,.0001448,.0009427,-.0003119,-.000137,-.0069554,.0387684,-.0000268,-.0009524
163,.0109046,.0217086,-.0100501,.0146114,-.0077623,-.0136701,-.005418,.0084884,.0013029,-.0168886,.0089638,.0059989,-.0004684,-.0008414,.0003785,-.000207,.0001697,.0002782,.0000429,-.0003519,-.0000398,.0004882,-.0002864,-.0000689,-.0020591,.0202485,-.0002035,-.0007028
164,.0032828,-.0045619,-.0102216,-.0066413,-.010408,-.0052865,.0009968,-.0062478,-.011474,.0071662,.0048537,.008192,-.0002701,-.0001439,.0003256,.0002515,.000196,.000152,-.0001731,.0000629,.0003665,-.0000178,-.0003217,-.0001365,-.0229704,-.0073793,.0001231,.0001682
165,-.002029,.0432522,-.0041482,.0158034,-.0147918,-.0124145,.00478,-.0002931,-.0041561,.0040357,.0016308,-.0014949,-.0001326,-.0010964,.0002551,-.0002696,.0003178,.0002979,-.0002246,-.0000652,.000125,.0001567,-.0001294,.0000921,-.0187144,.0488889,.0002112,-.0008845
166,.0035735,.0071471,-.0015842,-.0011968,-.0106604,-.0047064,.0039983,.0068429,-.0006456,-.0011265,-.0006085,.0147083,-.0002521,-.0004046,.0000972,.0001324,.0002431,-.0000305,-.0001563,-.0002622,.0000491,.0002079,.0000446,-.0003007,-.0059269,.0216686,.0000256,-.0006576
167,.0093197,.0066793,-.0120709,.0244376,-.007149,-.0353349,-.0076695,.0316089,-.0038346,-.0043723,.0133462,.0147883,-.0003796,-.0005127,.0004089,-.0002412,.0001094,.0006698,9.05e-06,-.000776,.0000932,.0003221,-.0004498,-.0003364,-.008058,.0378068,-.000209,-.0008744
