run,temp,temppoor,L1temp,L1temppoor,L2temp,L2temppoor,L3temp,L3temppoor,L4temp,L4temppoor,L5temp,L5temppoor,temp2,temp2poor,L1temp2,L1temp2poor,L2temp2,L2temp2poor,L3temp2,L3temp2poor,L4temp2,L4temp2poor,L5temp2,L5temp2poor,tlin,tlinpoor,tsq,tsqpoor
192,.008119,.0246165,-.0072718,.0095539,-.0039182,.0039519,-.0016536,-.0084985,.0021183,.0001906,.0135204,.0281193,-.0003367,-.000852,.0003316,-.0000324,.0001581,-.0001028,-.0000558,.0000139,.0000478,.0001873,-.0004908,-.0005523,.0109141,.0579338,-.0003459,-.0013382
193,.0133765,.0132693,-.0087668,-.0061255,-.0098361,-.0158121,-.0081712,-.0108099,.0021814,.017719,.0050303,.0099425,-.0005475,-.0004945,.0002607,.0002433,.0002736,.0003676,.0001858,.0001492,-.0000833,-.0001325,-.0000362,-.0002766,-.0061859,.0081834,.0000531,-.0001435
194,.0040952,.0145031,-.00805,-.0071178,-.0099505,-.0119886,-.0038683,.0052255,-.0010693,.0062604,.0133479,.0127069,-.0003075,-.0004807,.0003234,.0002458,.0003113,.0001287,-.0000258,-.0004016,.0002373,.0002743,-.0005609,-.0003924,-.0054951,.0195894,-.0000221,-.0006259
195,.0039949,-.0007003,-.0085329,.0099812,-.0061344,.0112169,-.0030728,.0000638,.0020607,-.0147947,.006222,-.0080478,-.0002646,-.0001318,.0003532,-.0000991,.0001481,-.0003186,.0000139,-.0001641,-.0000952,.0005747,-.000167,.0002305,-.0054624,-.0022809,-.0000116,.0000916
196,.0076641,.0057755,-.0054482,-.0074454,-.0029798,-.0123315,-.0020406,.0018522,-.0012305,.0141795,.0064629,.0193767,-.000382,-.0004951,.0002355,.0004064,.0000244,.0001619,.0000332,-.0001422,5.67e-06,-.0000756,-.0001471,-.000539,.0024278,.0214071,-.0002303,-.0006836
197,-.0002235,.0187991,-.0133319,.0036037,-.0128678,-.0157498,-.008076,.0040256,-.0032063,-.0000244,.0074864,.0180509,-.0002589,-.0006772,.0004689,.0002026,.0002004,.0001523,.0001792,-.0002563,.0000848,.000139,-.0001034,-.0003453,-.0302192,.0287051,.0005711,-.0007848
198,.0059353,.0041181,-.0080619,.0052077,-.0037474,-.0192416,-.004464,.0132541,.0011223,-.0021641,.0090464,.0164195,-.0002358,-.000276,.0002936,-.0000246,.0000765,.0004203,.0000413,-.0004054,-.0001108,.000186,-.0003543,-.0003842,-.0001695,.0175937,-.0002894,-.0004839
199,-.0005889,.0029165,-.0131367,-.0013102,-.0202126,-.0124849,.0019651,-.0075635,-.0066069,-.0026587,-.0044179,.0052203,-.0002596,-.0001735,.0003608,.0000375,.0004658,.0001659,-.0001274,.0000677,.0001018,.000314,.0001238,-.0000597,-.0429979,-.0158805,.0006652,.000352
200,.0069789,.0019096,-.0121008,-.0066086,-.0109478,-.0063467,-.0080965,-.0045017,-.0002005,.0090385,.0104375,.0131789,-.000317,-.0003122,.0004446,.0004056,.0002546,.0001122,.0002068,.0000545,-.0000451,-.0001319,-.0003526,-.0002422,-.0139292,.0066699,.0001913,-.000114
201,.0014124,.0097152,-.0122885,-.015413,-.013859,-.0072838,-.0043339,-.0143811,-.0008041,.0047931,.0060311,.0116716,-.0001503,-.0003662,.0004039,.0005257,.0003165,.0001732,.0000251,.0001033,-.0000882,.0000346,-.0003334,-.0002181,-.023842,-.010898,.0001736,.0002525
202,.0106731,.0218001,-.0118995,-.0154501,-.0104289,.0063471,-.0073908,-.0048528,.0000104,.0130784,.0082492,.0026367,-.0004902,-.0008176,.0004531,.0003781,.0002235,-.0001969,.0001347,.0000744,8.44e-06,-.0001407,-.0002792,-8.80e-07,-.0107865,.0235594,.0000503,-.0007037
203,.0061894,.0141122,-.0116755,.0203474,-.0122652,-.0289929,-.0119174,.0048144,-.0027553,-.0083526,.0079811,.0005514,-.0004628,-.0004689,.0003859,-.0002723,.0003037,.0004448,.0003869,-.0001877,.0000168,.0003371,-.0000923,.0000573,-.0244429,.0024799,.0005381,-.0000897
204,.0073604,.0038901,-.0111246,.0055211,-.0028723,-.0166883,-.0030516,.0046317,.006055,.0053504,.0147146,.0101769,-.0003523,-.0003146,.0005239,.0000115,.0000918,.0002737,-.0000437,-.0002956,-.0001803,.0000108,-.0004996,-.0003296,.0110814,.0128818,-.0004602,-.000644
205,.0012393,.0155496,-.0122866,-.0064712,-.0111784,.0080167,-.0095948,.01028,.0000767,-.0055264,.0065107,.0047265,-.0001402,-.0005075,.0004391,.0003097,.0000884,-.0002598,.0002822,-.0004554,-.000106,.000475,-.000144,-.0001513,-.0252331,.0265751,.0004195,-.0005892
206,.0008277,-.0061837,-.0100495,-.0033313,-.0109807,.0560195,-.0033107,.0117463,-.0015882,.0420959,.0093758,-.013202,-.0001583,-.000148,.0003114,.0003303,.0002106,-.0011263,-.0000326,-.0003704,-.0000402,-.0006256,-.0003333,.000336,-.0157256,.0871448,-.0000424,-.0016041
207,.0077162,-.0024695,-.0091322,-.0115743,-.0113348,-.0149046,-.0044484,.0032105,.0008307,.012842,.0066921,.0293345,-.000367,-.0001043,.0003282,.0003593,.0003921,.0003317,.0000191,-.000215,-5.07e-07,-.0001028,-.0002636,-.0006429,-.0096765,.0164386,.0001084,-.0003739
208,.0113231,.0061816,-.0066675,-.0169624,.0000831,-.0078739,-.0007308,-.0016053,.0040004,.0150471,.0044443,.0144639,-.0003928,-.0003836,.000281,.0003861,.0000101,.0001967,-6.95e-07,-.0000382,-.0001502,-.0001456,-.0001711,-.0003213,.0124526,.009251,-.0004236,-.0003059
209,.0091089,.0177915,-.0099089,.0016253,-.0010699,-.0182829,-.0015139,.008319,-.0005119,.011988,.0027188,.0074329,-.0005131,-.0006104,.0003266,.0000474,-.0000267,.0003504,-.000035,-.0002649,-.0000923,-.0001345,-.0001246,-.0000796,-.0011769,.0288738,-.0004651,-.0006917
210,.0122887,.014021,-.0115204,-.0128099,-.0011101,-.0201891,-.0017675,-.0081692,.0003141,.0069583,.0016613,.0164188,-.0006174,-.0005721,.0005179,.0003607,.0000139,.0004921,-.0000526,.0001661,-.0000276,7.56e-06,-.0000654,-.0002981,-.0001339,-.00377,-.0002312,.0001563
211,.0113735,.0286752,-.007693,.0154842,-.0078582,-.004976,-.0040778,.0150521,.0010253,.0072574,.0056357,.0144745,-.0004725,-.0008425,.0002997,-.0000914,.000214,.0000602,.0000661,-.0003694,-6.36e-06,.0001018,-.0001987,-.0003948,-.0015946,.0759673,-.0000978,-.0015361
212,.0034307,-.0020188,-.0063491,-.0001681,-.008889,.0058275,-.0005669,-.0003664,-.0002357,.0120308,.004451,.0020333,-.0001015,-.0003067,.0002884,.0001894,.0002194,-.0001735,-.0000565,-.0001403,-.0000913,-.0000183,-.000154,-.0002179,-.0081591,.0173383,.0001045,-.0006674
213,.0118401,.0151936,-.0063698,-.005285,-.0045004,.007507,-.0054893,-.0238414,.0000169,.0073834,.0036134,.0069151,-.0006118,-.0006025,.0002616,.0002391,.0000828,-.0002541,.0001509,.0002712,.0000525,.0001119,-.00005,-.000198,-.0008891,.0078729,-.0001139,-.0004324
214,.0032978,.0212248,-.0061415,-.0139019,-.0014511,.006843,.005739,.0057324,.0002964,.0067009,.0019957,.0030309,-.0003208,-.0006665,.0003216,.0003517,-.0001104,-.000165,-.0002209,-.0003441,-.0000871,5.78e-06,-.0001557,-.0000638,.0037363,.02963,-.0005732,-.0008818
215,.0091315,-.006927,-.0065549,.0096205,-.0120198,-.0151337,.0095989,.0077238,-.0016584,.015853,-.0002063,.019835,-.0004115,-.0001517,.0002836,-.0000518,.0002031,.0003573,-.000499,-.0004394,.0000384,.0000516,.0000357,-.0005453,-.001709,.0309714,-.0003497,-.0007793
216,.007914,.0449008,-.0074812,.01903,-.0010341,.0054117,-.0043999,-.0301885,-.0021777,-.0233726,.0075718,.0026197,-.0004164,-.0012072,.0003324,-.0002205,.0000519,-.0001777,-.0000277,.000439,.0001852,.0006408,-.0003006,-.0000254,.0003928,.018401,-.0001753,-.000551
217,.0055764,.030478,-.0085564,-.0035239,-.0055099,.0107216,-.0025697,-.0351463,-.0003852,-.0012965,.0032812,-.00009,-.0002178,-.0010054,.000453,.0002511,-7.37e-06,-.0003498,.0000301,.0006715,.0000207,.000349,-.000253,-.0000373,-.0081636,.001143,.0000257,-.0001209
218,.0097926,.0165871,-.0071049,-.0117761,-.0057688,-.0141691,.0020071,.0004049,.000407,.0094451,.0057437,.0151561,-.0003865,-.0004481,.0003182,.0003465,.0001822,.0003021,-.0002664,-.0001633,.0000829,.0001613,-.0002694,-.0003329,.0050767,.0156481,-.0003391,-.0001344
219,.0082569,.0125534,-.0065199,-.0015436,-.0016351,-.0129429,-.0002238,.0154058,.0002131,.0010549,.0027027,.0222943,-.0003231,-.0005224,.0002759,.0001735,.0001158,.0002131,-.0000623,-.0004324,-2.70e-06,.0001512,-.0000503,-.0003705,.0027939,.0368219,-.0000467,-.0007875
220,.0067128,.0120803,-.0061783,.0178226,-.0072256,-.0385369,.0032604,.0210013,.0045756,-.0210244,.0030012,.0188839,-.0002416,-.0008189,.000317,-.000265,.0000677,.0007822,-.0001958,-.0005945,-.000025,.0007298,-.0001288,-.0004275,.0041461,.0102268,-.0002065,-.0005939
221,.0115113,.0183791,-.0025767,.0006622,-.0035811,-.017314,-.0032393,.0100221,.0003726,-.0122049,.0048268,.0222275,-.0004712,-.0007636,.0001017,.0001283,.0000608,.0003153,.0000843,-.0002929,.0000299,.0003709,-.0001626,-.0004327,.0073135,.021772,-.000357,-.0006748
222,.0139034,-.0160565,-.0073654,-.0222319,-.0099067,.0147917,.0014633,.0096774,.0027229,.0010516,.0094691,.0090285,-.0004658,.0000675,.0002964,.0007351,.0002509,-.0002984,-.0002737,-.0003159,.0000635,.0002668,-.0003174,-.0002306,.0102866,-.0037393,-.0004463,.0002245
223,.0141451,-.0162613,-.00467,-.0074641,-.0009932,.0133856,-.0004992,.0194099,.0019011,-.0053694,.0069322,.0065921,-.0004971,-.000044,.0001995,.000253,-.0000642,-.0002823,-.000122,-.0006083,-.0000621,.0002467,-.0003025,-.0002512,.0168161,.0102928,-.0008484,-.0006861
224,.0103183,.0064858,-.0110583,.0002971,-.0101502,.009789,.0002921,.0415527,-.0032338,-.0056179,.0067483,.0161543,-.0006071,-.0004261,.0003072,.0000634,.0003081,-.0003695,-.0002744,-.0011108,.0001804,.0002831,-.0001565,-.0004196,-.0070835,.0686611,-.0002423,-.0019795
225,.0049559,.0093955,-.0120531,-.0040823,-.0142592,-.0140396,-.0044592,.0020926,.0012244,.0183221,.0106171,.0068505,-.0002928,-.0004172,.0004176,.0002637,.0004068,.0002803,.0000889,-.0001234,-.0000113,-.0002082,-.0003298,-.0001412,-.0139742,.0185388,.0002795,-.000346
226,-.0047916,.0209725,-.01436,.0127935,-.0205515,-.0324077,-.0019665,.0117747,-.0070289,-.0086058,.0131934,.0045492,-.0000974,-.0006865,.000513,-.0001066,.000468,.0004923,-.0001193,-.0003856,.0002702,.0005397,-.0005341,-.0001558,-.0355052,.0090765,.0005004,-.0003024
227,.0121029,.0196006,-.0085592,-.0013205,-.0029782,-.0081574,-.0000699,-.0098687,.0015627,.0084897,.0021978,.0093579,-.0006662,-.0006477,.0003073,.000165,.0000695,.000153,-.0000649,-.0000434,-.0000736,.0000142,-.0000885,-.0001791,.0042561,.0181017,-.0005165,-.000538
228,.0138023,-.0029426,-.0052371,.0000996,-.0077635,.0018202,-.004169,.0048977,-.0037879,.0298246,.0015008,-.0002263,-.0004524,-.0001367,.0001887,.0000988,.0003021,-.0000252,.0000517,-.0002485,.0002099,-.00026,-.0000256,-.0002165,-.0056544,.0334731,.0002745,-.0007881
229,.0104938,.0464821,-.0086878,.0246001,-.0060512,-.0173307,-.0034509,-.0152005,-.0021909,-.023478,.0034795,.0011373,-.0004913,-.0012402,.0003348,-.000294,.0001357,.0001549,-.0000589,.0002336,.0000791,.0005451,-.0000895,-.0000288,-.0064076,.0162102,-.0000902,-.0006293
230,.0148562,-.0080655,-.0110717,-.0146446,-.0061913,.0125246,.0039927,.0059301,.0001504,.0212911,-.0009289,-.0124856,-.0005558,.0000356,.0004461,.0004223,.0001209,-.0003236,-.0000982,-.0003419,.0000166,-.0002172,.0000602,.0002733,.0008074,.0045501,-.0000102,-.0001516
231,.0080671,.0405488,-.004018,.0268159,-.0029255,-.0297642,-.0074885,.0045286,-.0012386,.0033464,.0026747,.0306724,-.0003187,-.0012077,.000331,-.0005024,.0001011,.000621,.0002112,-.0001328,.0001202,.0002396,-.0002022,-.0008889,-.0049288,.0761479,.0002426,-.0018712
232,.0133737,.0134077,-.0051273,.0137822,-.0070494,-.0101597,.0010709,.0244971,.0070461,-.0069402,.0013553,.0072902,-.0005361,-.0004955,.0002687,-.000184,.0003293,.0000125,-.0001779,-.0008135,-.0001406,.0005011,5.00e-07,-.0001727,.0106694,.0418773,-.0002561,-.0011522
233,.012177,-.001268,-.0109492,.003059,-.010895,-.0043707,-.0074947,.0054955,.0023357,.0041799,.0079094,.0058319,-.0005018,-.0002097,.0003082,.0001591,.0003173,-.0000655,.0001792,-.0002587,-.0001213,-.0000515,-.0002071,-.000168,-.0069168,.0129276,-.0000255,-.0005943
234,.0078205,.0151079,-.0091044,-.0007359,-.0067389,-.0029954,-.0034148,.0191405,-.0018267,.0175344,-.0016989,-.0159535,-.0003075,-.0007729,.0003101,.0000475,.0001434,-.0000844,.0000633,-.0005481,.0000207,-.0002616,.000032,.0004211,-.0149633,.0320979,.000262,-.0011984
235,.0091454,.0170488,-.0078077,.0022246,-.003902,-.0216037,-.0018268,-.0012399,.0005907,-.0041642,-.0003376,.0119764,-.0004305,-.0005526,.0003199,.000035,-.0000697,.0004009,.0000607,-.0001304,-.0001621,.0004101,.0000735,-.00041,-.004138,.004242,-.0002082,-.0002471
236,.0041116,.0136832,-.0110769,-.0045478,-.0091994,-.0000473,-.0054821,-.0084975,.0042313,.0002748,.0179251,.0057732,-.000227,-.0006002,.0004241,.000268,.0002658,-.0000292,.0000609,-.0000879,-.000147,.0003328,-.0004729,-.0001396,.0005096,.0066386,-.0000961,-.0002561
237,.0080071,.0144861,-.0103162,.0119303,-.0063394,-.02844,-.0006271,.0153866,.0004533,-.0061084,.0095023,.0220163,-.000371,-.0006199,.000399,-.000113,.0001452,.0005433,-.0001242,-.0005405,.0000313,.0004441,-.0003347,-.000499,.00068,.0292709,-.0002544,-.000785
238,.0067389,.0364596,-.0078747,.0045037,-.0055123,-.0008509,-.0041627,-.0137869,.0053184,-.000587,.0136343,.0187491,-.0003781,-.0011199,.0003352,.0000921,.0000854,-.0001415,.0000717,.0001235,-.000135,.0004437,-.0005399,-.0005066,.0081419,.0444875,-.0005607,-.0011086
239,.0081239,.0163778,-.0069448,-.0055374,-.0107742,-.0146576,-.0048567,.0022441,.0005564,.0129738,.0081206,.0152055,-.0004392,-.000529,.0000989,.0001631,.0002108,.0004135,.0000338,-.000216,-.0001022,3.71e-06,-.0001654,-.0002349,-.0057749,.0266061,-.0003633,-.0003995
240,.0147982,-.0028528,-.0117534,-.012142,-.0084129,.0059463,-.0033664,.0106776,-.0034006,-.0011202,.0044358,.0013134,-.0006218,-.0000161,.0003887,.0003638,.0003306,-.0001405,-.0001178,-.0003289,.000188,.0000717,-.0002175,-5.15e-06,-.0076992,.0018222,-.0000498,-.000055
241,-.0018728,-.0134073,-.0106322,-.0002243,-.0132682,-.0019862,-.0078921,.0059069,.0005108,.0009233,.0089001,-.0009214,-.0001021,.0000923,.0003762,.000119,.0001765,-.0000302,.0001794,-.0002777,-.000054,.000123,-.0002994,.0000599,-.0242545,-.0097089,.0002766,.0000863
242,.0039632,-.0017214,-.0134199,-.0131399,-.0050073,.0045701,-.0034231,-.0184954,.0059089,.0118447,.00404,.0061215,-.0002952,-.0001897,.000552,.000519,.0001082,-.000126,.0000662,.0003229,-.0003199,-.0002404,-.0001222,-.0000546,-.0079382,-.0108203,-.0000108,.0002312
243,.0074637,.0310556,-.0098973,.0051987,-.0068516,-.0227268,-.0061417,.0133413,.0034198,.0064406,.0102486,.0252962,-.0003675,-.0010401,.0003687,-.0000875,.0001248,.0003526,.0001368,-.0004602,-.0001716,-.0000517,-.0002019,-.0005187,-.0017586,.0586055,-.0001107,-.0018055
244,.0063338,.009669,-.0078181,.0054445,-.0072688,-.0182031,-.0041853,-.0063037,.0012604,-.0122794,.0041419,-.0067105,-.0004309,-.0002638,.0001903,.0000184,.0001855,.0003493,.0000889,.0000274,-.0000744,.0004339,-.0000691,.0002205,-.0075361,-.0283832,-.0001097,.0007857
245,.0129382,.0029234,-.0074934,-.0147081,.0025621,.0059824,.0009139,-.009629,.0038235,.0168875,.0022076,.0160186,-.0005488,-.0003617,.000298,.000582,-.0000654,-.0001064,-.0001528,.000028,-.0001819,-.0000247,-.0000625,-.0003882,.014952,.0174748,-.0007134,-.000271
246,.0119148,-.0277247,-.0081827,-.0069833,-.0010339,.0194651,-.0020767,-.0086141,-.0032019,.0062879,.0017296,-.0027637,-.0005124,.0004668,.0003286,.0002453,.0000651,-.0004424,8.27e-06,.0001315,.0000223,.0001512,-.000059,.0001883,-.0008508,-.0203328,-.0001472,.0007409
247,.002075,-.0241199,-.0091692,-.0064254,-.0107335,.0231465,-.0044175,.0140071,.0013334,.0207621,.0112967,-.0052712,-.0002789,.0001669,.0002903,.0002788,.0002676,-.0004845,-.0000272,-.0003908,-.0000757,-.0002868,-.0003682,.0000935,-.0096151,.0220993,-.000192,-.0006229
248,-.0004626,.0177311,-.0108038,-.0025306,-.0100423,-.0115256,-.0036273,-.0129986,.0007613,.0070961,.0028498,.004129,-.0001926,-.0005186,.0004165,.0002089,.0001108,.0000678,-9.53e-06,.0002476,-.0001254,.0000314,-.0000458,.0000298,-.0213249,.0019015,.0001539,.0000669
249,.0132037,-.005098,-.0114701,-.0114031,-.0058582,.0026547,-.0056962,.009716,.002659,.0211861,.0018866,.0073985,-.0004865,-.0002295,.0004887,.0005602,.00007,-.0002097,.0001614,-.0003834,-.0001153,-.0001348,-.0000581,-.000396,-.0052752,.0244542,.0000601,-.0007931
250,.0198585,.0159241,-.0105344,-.0041672,-.0151271,-.0150284,-.0115712,-.0140294,.0070187,.0121009,.0119563,.012243,-.0006679,-.0006935,.0003155,.0002432,.0004578,.0002435,.000246,.000159,-.0002599,-.0001773,-.0003263,-.0003386,.0016008,.007043,-.0002348,-.0005637
251,.007629,.0153852,-.0083693,-.0078951,-.0097719,-.0129766,-.0062286,-.0130388,-.0017057,.0100155,.0033535,.0127717,-.000301,-.0004982,.0003208,.0002453,.0002924,.0003173,.0001799,.000222,.0000391,-.0001857,-.0001939,-.0002512,-.0150931,.004262,.0003374,-.0001505
252,.0014788,.0064141,-.0051578,-.0055041,-.007066,-.0174596,-.0032261,-.0100156,-.0041745,.0099817,.0052828,.0110014,-.0001434,-.0002134,.0002086,.0001668,.0001786,.0003012,.0000458,8.33e-06,.0001704,.0001007,-.0002554,-.0003137,-.0128629,-.0055821,.0002046,.0000499
253,.0041418,.0159137,-.0076129,-.0111045,-.0074225,-.0178134,-.0025676,-.0058852,-.0031003,.004755,.0048101,.0149113,-.0003752,-.0004625,.0003032,.0003111,.0002109,.0002344,-.0000768,-7.37e-06,.0000957,.0000864,-.0001261,-.0003714,-.0117514,.0007768,.0000317,-.0002094
254,.001925,.0349562,-.0086193,.001011,-.0133236,-.0020364,-.0058401,.0202716,.0001599,-.0031246,.0134573,-.0037357,-.0001567,-.0009952,.0003054,.0000514,.0002525,-.0001464,.0000972,-.0006496,.000054,.0002866,-.0005158,.0000723,-.0122407,.0473421,.0000366,-.0013808
255,.0060422,.0079414,-.0077491,-.0099881,-.0100665,-.0125734,-.004566,-.000928,-.0009998,.0126199,.0082447,.0152577,-.00029,-.0004502,.0002646,.0004362,.0002177,.0002228,-.0000457,-5.39e-06,-.0000598,.0000515,-.0003263,-.0003531,-.0090945,.0123295,-.0002395,-.0000982
256,.0083209,-.008621,-.0084572,-.0047937,-.0138415,.0016328,-.0002743,.0154671,.000146,.0235795,.0037598,.0049379,-.0005481,-.0001059,.0003113,.0002553,.000324,-.0004401,-.0000863,-.0004492,-.0000385,-.0002829,-.0001217,-.0001968,-.0103464,.0322026,-.0001593,-.0012196
257,.0219123,.0120232,-.0103391,-.0049546,-.0101266,-.0134487,-.0020803,-.0016854,.0024744,.0049764,.0054022,.0105871,-.0007852,-.0004132,.000301,.0002746,.000319,.0002698,-.000057,-1.38e-06,-.0001291,-.000046,-.0000723,-.0000939,.0072429,.007498,-.0004236,-.00001
258,.0105716,.0184917,-.0077864,-.0068245,-.0184389,-.0193917,-.0010183,.0009625,-.0014465,-.0007911,.0101777,.0167489,-.0005238,-.0004763,.0003645,.0002992,.0004714,.0004062,-.000131,-.0001753,.0001557,.0004812,-.0003432,-.0003413,-.0079408,.0091957,-6.29e-06,.0001937
259,.0111083,-.0089381,-.003789,.0071337,-.0060453,.0071302,-.0012292,.0089585,.0009092,-.0044279,-.0011134,.0066865,-.0006601,-.000073,.0001123,.0001143,.0001157,-.000113,-2.47e-06,-.0002539,-.0000194,.0004454,.0000396,-.0001057,-.0001594,.0165429,-.0004143,.0000141
260,.0074219,.0012319,-.0123002,-.0191574,-.0108943,.0113396,-.0046865,-.0091452,-.002444,.0343388,.005162,-.0042759,-.0005861,-.0001567,.0005016,.000641,.000376,-.0005288,-7.04e-06,3.46e-06,.0000877,-.000591,-.0000364,-7.05e-06,-.0177412,.0143318,.0003357,-.0006392
261,.0056743,-.0042689,-.0112489,-.0115044,-.0053402,.0172845,-.0014057,.0068596,.0007639,-.0097044,.0035787,.008602,-.0002609,-.0003212,.0004303,.0002729,.0000388,-.0005284,-.0001055,-.0003359,-.0000909,.0004412,-.0000856,-.0001329,-.007978,.0072684,-.0000738,-.0006043
262,.0107015,.0105972,-.0070505,.0078436,-.0040248,-.0085262,.0019225,.0116736,.0025463,-.0077365,.0058164,.0015505,-.0006174,-.0003734,.0002267,.0000706,.0000933,.0000272,-.0002829,-.0002861,-.000217,.0002657,-.000179,.0000573,.0099115,.0154022,-.0009764,-.0002387
263,.0071456,.0068962,-.0091221,-.0161908,-.0026713,.0020303,-.0067012,-.0174526,-.0050938,.0148082,.0071079,.0041693,-.0003174,-.0003863,.000359,.0005184,.0000628,-.0001843,.0001603,.0002279,.0002479,-.0003287,-.0003205,-.0000549,-.0093349,-.0057393,.0001921,-.0002079
264,.0174028,.0196292,-.0016901,-.0094187,-.0071671,-.010951,.0057713,-.0099349,.0043982,.0040451,.0019944,.0138719,-.000765,-.0007478,.0000861,.0003538,.0001873,.000143,-.0003361,7.06e-06,-.0001097,.0001193,-.0000887,-.0004851,.0207095,.0072415,-.0010261,-.0006097
265,.0053586,.0067936,-.0091763,-.0162341,-.0075218,.0282289,-.0037098,-.0166628,-.0006355,.0260295,.0029395,.0026063,-.0003784,-.000429,.0003839,.0004128,.000086,-.0006227,.0000432,.0001513,-.0001269,-.0004564,-.0001217,-5.94e-06,-.0127452,.0307614,-.0001139,-.0009499
266,.0134686,.0231088,-.0054141,-.0087885,-.0016277,-.0212195,.0009695,-.0041152,-.0031182,.0082838,-.0013522,.0148826,-.0006298,-.0005946,.0001982,.0003292,.0000961,.0004758,-.00018,.0000138,.0001573,.0001059,-4.25e-06,-.0002577,.002926,.0121521,-.0003624,.0000724
267,.0118289,.0131238,-.007753,-.0069411,-.0059749,.0002629,-.0050405,-.0177693,.0006693,.0101653,.0100633,.0100291,-.000437,-.0005465,.0003095,.0003471,.0002159,-.0001005,.0000758,.0002512,.0000749,.0000139,-.0003744,-.0001914,.0037931,.0088706,-.0001353,-.0002262
268,.0064289,.0345438,-.0143905,.0035795,-.0057388,-.0106149,-.005127,-.017507,.0046753,-.0131925,.0057187,.0082334,-.0004062,-.0009503,.0005143,.0001636,.000103,.0001622,.0000271,.000141,-.0003631,.0005189,-.0001188,-.0000588,-.0084334,.0050422,-.0002437,-.0000234
269,.0047765,.000136,-.0110566,-.000255,-.0064548,-.0224764,-.0040242,-.0048375,.0014717,.0040852,.0035117,.0194386,-.0002869,-.0001783,.0004727,.0001868,.0000926,.0003993,.0001033,-.0000568,-.0000384,.0002186,-.0000949,-.0004984,-.0117757,-.0039092,.0002485,.0000711
270,.0114064,.0221306,-.0113815,-.0159076,-.0131196,.0288179,-.0033836,-.0180034,-.0047738,.0174063,.0044231,-.0047333,-.0005257,-.00083,.0004547,.0004773,.0002967,-.0007082,-.0001007,.0002834,.0001298,-.0002982,-.0002149,.0000618,-.016829,.0297106,.0000399,-.0010139
271,.0039902,-.0029294,-.0121304,-.0195795,-.0069255,.0135937,.0003594,.0025613,-.005659,.0187787,.0106606,.0096565,-.0002308,-.0000491,.000519,.0004121,.0001984,-.0004354,-.0000961,-.0002102,.000291,-.0003085,-.0004491,-.0002518,-.0097048,.0220813,.0002324,-.000843
272,.0087561,.0213503,-.0081774,.0003476,-.0095767,-.0193836,.0022676,.014119,-.002187,-.0053923,.0047865,.0136255,-.0005504,-.0006925,.000346,.0002184,.0003328,.0003562,-.0003249,-.0004529,.0001116,.0004716,-.0002017,-.000264,-.0041309,.0246665,-.0002867,-.000363
273,.0012686,.004218,-.0097502,.0110538,-.0085623,.0022132,-.0048487,.0018101,-.0003582,-.0083275,.0044562,.0169522,-.0001893,-.0003659,.0004239,-.0000134,.0002514,-.0000547,.0000778,-.0002079,.0001569,.0004636,-.0001319,-.0003637,-.0177946,.0279199,.0005889,-.0005419
274,.0151149,.0015075,-.0021827,-.0060755,-.0102701,-.0002772,-.0056262,-.000669,.0013516,.0010467,.0016321,.0102831,-.0006028,-.0003137,.0001065,.0002866,.0003169,.0001249,.0000347,-.0000662,-.000062,.0001938,-.0000628,-.0002635,.0000198,.0058156,-.0002695,-.0000381
275,.0127382,-.0041781,-.0029209,-.0136466,-.0073792,.0075574,-.0005745,-.002321,.0044048,.017765,.0081944,.0003617,-.0004598,-.0001587,.0000452,.0002875,.0000958,-.0001253,-.0001447,-.000105,-.0002456,-.0001718,-.0003648,-7.61e-06,.0144628,.0055383,-.0010739,-.0002809
276,.0061865,.0231489,-.0075739,-.0045581,-.0032109,-.0166722,-.0035268,-.0008288,.0021657,.0024812,.0078075,.0142411,-.0002711,-.0006712,.0003729,.00019,.0001171,.000315,9.74e-06,-.0001835,-.0000715,-.0000103,-.000263,-.0002405,.0018481,.0178121,-.0001058,-.0006005
277,.0131458,.0070504,-.0094499,-.0067553,-.0062481,-.0082059,-.0074227,.0030862,-.0025031,.013592,.0036406,.0235499,-.000677,-.0003839,.0003321,.0003797,.0002136,.0002845,.0001532,-.0001717,.000125,-.0000229,1.46e-06,-.0005441,-.0088374,.0323174,.0001483,-.0004584
278,.0066708,-.0046122,-.008154,-.0154211,-.0088118,.0309324,-.0066097,-.0153626,-.0065959,.0196235,.0045337,.0023607,-.0003879,-.0001464,.0001895,.0003252,.0001496,-.0005636,.0001558,.0000524,.0001533,-.0001899,-.0002047,-.0001403,-.018967,.0175207,.0000555,-.0006625
279,.0112844,.0135406,-.0080373,-.008154,-.0075108,-.0137544,-.0082999,-.0078284,.0060788,.0125382,.0048928,.0114018,-.000375,-.0005953,.0003504,.0003094,.0001677,.0003338,.0002291,.0000152,-.0002446,-.0000758,-.0002003,-.0002472,-.001592,.0077438,-.0000727,-.00026
280,.0049483,-.0032278,-.0131839,-.012614,-.0101425,.0209961,-.0000611,.0065611,-.0065828,.0074494,.0043178,.005367,-.0003129,-.0000382,.0004743,.0003022,.0002311,-.0004361,-.0000996,-.0004036,.0001953,.000157,-.0002499,-.0001152,-.0207043,.0245317,.0002384,-.0005338
